group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
tops,type:Tops(default-non-foot),Tops,sh-i-love-this-sport-youth-comfort-fleece-crewneck,PASS,suppressed,,false,,hildebrandt,collection_title,The Sarah Hildebrandt Collection,true,crewneck,excluded,,,,https://rudis.com/products/sh-i-love-this-sport-youth-comfort-fleece-crewneck
tops,type:Tops(default-non-foot),Tops,sh-i-love-this-sport-comfort-fleece-crewneck,PASS,suppressed,,false,,hildebrandt,collection_title,The Sarah Hildebrandt Collection,true,crewneck,excluded,,,,https://rudis.com/products/sh-i-love-this-sport-comfort-fleece-crewneck
tops,title-exclude:Shirt,Tops,sh-clear-sky-youth-elite-super-soft-t-shirt,PASS,suppressed,,false,,hildebrandt,collection_title,The Sarah Hildebrandt Collection,true,shirt,excluded,,,,https://rudis.com/products/sh-clear-sky-youth-elite-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,sh-clear-sky-elite-super-soft-t-shirt,PASS,suppressed,,false,,hildebrandt,collection_title,The Sarah Hildebrandt Collection,true,shirt,excluded,,,,https://rudis.com/products/sh-clear-sky-elite-super-soft-t-shirt
tops,type:Tops(default-non-foot),Tops,comfort-fleece-relaxed-fit-youth-crewneck,PASS,suppressed,,false,,,,,true,crewneck,excluded,,,,https://rudis.com/products/comfort-fleece-relaxed-fit-youth-crewneck
tops,type:Tops(default-non-foot),Tops,comfort-fleece-relaxed-fit-crewneck,PASS,suppressed,,false,,ks,collection_title,Men's Crewnecks,true,crewneck,excluded,,,,https://rudis.com/products/comfort-fleece-relaxed-fit-crewneck
tops,title-exclude:Hoodie,Tops,usa-wrestling-2-0-comfort-fleece-hoodie,PASS,suppressed,,false,,ks,collection_title,Kylie Welker's Picks,true,hoodie,excluded,,,,https://rudis.com/products/usa-wrestling-2-0-comfort-fleece-hoodie
tops,title-exclude:Hoodie,Tops,usa-wrestling-2-0-youth-comfort-fleece-hoodie,PASS,suppressed,,false,,wrestling,product_title,USA Wrestling Map Youth Relaxed Comfort Fleece Hoodie,true,hoodie,excluded,,,,https://rudis.com/products/usa-wrestling-2-0-youth-comfort-fleece-hoodie
tops,title-exclude:Shirt,Tops,motto-scripted-t-shirt,PASS,suppressed,,false,,ks,collection_title,Marcus Blaze's Picks,true,shirt,excluded,,,,https://rudis.com/products/motto-scripted-t-shirt
tops,title-exclude:Shirt,Tops,rudis-wordmark-elite-super-soft-t-shirt,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling Graphic Tops,true,shirt,excluded,,,,https://rudis.com/products/rudis-wordmark-elite-super-soft-t-shirt
