group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-evangeline-rde2600,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-evangeline-rde2600
non-footwear,type:Shirts & Tops,Shirts & Tops,frank-tank-top-d300-men,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/frank-tank-top-d300-men
non-footwear,type:Jumpsuits & Rompers(default-non-foot),Jumpsuits & Rompers,sansia-dress-rde2682,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/sansia-dress-rde2682
non-footwear,type:Leggings,Leggings,be-you-pia-leggings-rde2692,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-pia-leggings-rde2692
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-ariadne-rde2716,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-ariadne-rde2716
non-footwear,title-exclude:Legging,Pants,lilou-leggings-rde2666,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/lilou-leggings-rde2666
non-footwear,type:Shirts & Tops,Shirts & Tops,lilou-top-rde2664,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/lilou-top-rde2664
non-footwear,type:Shirts & Tops,Shirts & Tops,be-you-cerise-top-rde2708,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-cerise-top-rde2708
non-footwear,type:Shirts & Tops,Shirts & Tops,be-you-anita-top-rde2722,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-anita-top-rde2722
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-leilani-rde2710,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-leilani-rde2710
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-pamela-rde2740,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-pamela-rde2740
non-footwear,type:Skirts(default-non-foot),Skirts,cordelia-skirt-curvy-sizes-tp67,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/cordelia-skirt-curvy-sizes-tp67
non-footwear,type:Skirts(default-non-foot),Skirts,camille-skirt-curvy-sizes-tp66,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/camille-skirt-curvy-sizes-tp66
non-footwear,type:Leggings,Leggings,4-seasons-leggings-tp63,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/4-seasons-leggings-tp63
non-footwear,type:Shirts & Tops,Shirts & Tops,4-seasons-top-tp62,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/4-seasons-top-tp62
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,pc2-tp58,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/pc2-tp58
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,odette-tp60,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/odette-tp60
non-footwear,type:Shirts & Tops,Shirts & Tops,stripes-bandeau-tp56,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/stripes-bandeau-tp56
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,kristy-d407,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/kristy-d407
non-footwear,type:Shirts & Tops,Shirts & Tops,stars-top-tp55,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/stars-top-tp55
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-mirabella-rde2694,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-mirabella-rde2694
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-selena-rde2672,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-selena-rde2672
non-footwear,type:Shorts,Shorts,jewels-shorts-tp64,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/jewels-shorts-tp64
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-amalia-rde2642,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-amalia-rde2642
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,momo-d6758,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/momo-d6758
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,terry-d6165,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/terry-d6165
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-giordana-rde2526,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-giordana-rde2526
non-footwear,type:Shirts & Tops,Shirts & Tops,laila-crop-top-rde2458,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/laila-crop-top-rde2458
non-footwear,type:Shorts,Shorts,laila-shorts-rde2460,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/laila-shorts-rde2460
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,bianca-l2787-child,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/bianca-l2787-child
non-footwear,type:Skirts(default-non-foot),Skirts,be-you-naiara-skirt-rde2798,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-naiara-skirt-rde2798
non-footwear,type:Pants(default-non-foot),Pants,harem-pants-rde2510,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/harem-pants-rde2510
non-footwear,title-exclude:Short,Jumpsuits & Rompers,andrea-short-romper-rde2480,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/andrea-short-romper-rde2480
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,be-you-giulia-rde2462,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/be-you-giulia-rde2462
non-footwear,type:Leotards & Unitards(default-non-foot),Leotards & Unitards,meline-rde2416,PASS,suppressed,,false,,,,,false,,none,,,,https://e4no22mu9tsutcr4-52545421474.shopifypreview.com/products/meline-rde2416
