group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
non-footwear,type:Football Gloves,Football Gloves,quantum-fierce-adult-padded-football-gloves-black,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/quantum-fierce-adult-padded-football-gloves-black
non-footwear,type:Football Gloves,Football Gloves,quantum-fierce-adult-padded-football-gloves-white,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/quantum-fierce-adult-padded-football-gloves-white
non-footwear,type:Football Gloves,Football Gloves,quantum-fierce-adult-padded-football-gloves-purple,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/quantum-fierce-adult-padded-football-gloves-purple
non-footwear,title-exclude:Glove,BYOB,sharkleberry-fin-cleats-and-gloves,PASS,suppressed,7f3b0aa8-4c6,false,,cleats,product_title,Sharkleberry Fin Cleats and Gloves,false,,keyword_match,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/sharkleberry-fin-cleats-and-gloves
non-footwear,type:Sunglasses(default-non-foot),Sunglasses,phenom-focus-performance-sunglasses-desean-jackson-ice-hornet,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-focus-performance-sunglasses-desean-jackson-ice-hornet
non-footwear,type:Football Gloves,Football Gloves,phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-aqua-leopard,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-aqua-leopard
non-footwear,type:Football Gloves,Football Gloves,phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-mint-leopard,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-mint-leopard
non-footwear,type:Football Gloves,Football Gloves,phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-dune-leopard,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-dune-leopard
non-footwear,type:Football Gloves,Football Gloves,phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-slime-leopard,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-slime-leopard
non-footwear,type:Football Gloves,Football Gloves,phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-gold-rush-white,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-gold-rush-white
non-footwear,type:Football Gloves,Football Gloves,phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-gold-rush-black,PASS,suppressed,,false,,,,,false,,none,,,,https://mpnt2j1w4hdz2k2b-20780321.shopifypreview.com/products/phenom-elite-quantum-fierce-youth-adult-padded-football-gloves-gold-rush-black
